SpendID,CampaignDate,CampaignID,ChannelID,Ad_Spend,AttributedRevenue,Conversions,AvgOrderValue,CPA,CVR
MKT000001059,11/06/2024,CMP00096,CH03,665.18,5496.51,40,62.98,16.63,0.0029
MKT000001062,25/01/2024,CMP00146,CH01,3123.28,2623.32,11,71.16,283.93,0.0008
MKT000001064,05/11/2024,CMP00143,CH04,2142.91,2045.7,9,136.23,238.1,0.0014
MKT000001065,16/08/2024,CMP00255,CH03,1461.82,7319.32,52,84.56,28.11,0.0495
MKT000001073,28/09/2024,CMP00014,CH03,80.0,338.05,2,62.69,40.0,0.0004
MKT000001075,11/08/2024,CMP00188,CH06,1809.03,9257.04,45,84.4,40.2,0.0079
MKT000001078,13/06/2024,CMP00190,CH06,2048.92,7493.89,30,84.47,68.3,0.0191
MKT000001085,26/02/2024,CMP00264,CH01,3020.02,5435.59,19,95.75,158.95,0.0197
MKT000001090,29/11/2024,CMP00204,CH04,431.28,2386.26,10,110.17,43.13,0.0019
MKT000001092,02/06/2024,CMP00083,CH05,814.52,3691.76,8,88.23,101.82,0.001
MKT000001101,29/10/2024,CMP00209,CH04,616.07,3427.17,22,101.88,28.0,0.0128
MKT000001104,20/06/2024,CMP00152,CH01,1273.21,3982.83,24,99.41,53.05,0.0014
MKT000001105,12/03/2024,CMP00204,CH04,971.43,4624.18,17,84.66,57.14,0.0024
MKT000001106,05/07/2024,CMP00258,CH03,434.03,2885.79,21,90.25,20.67,0.0014
MKT000001108,15/10/2024,CMP00156,CH06,460.39,2899.37,8,98.56,57.55,0.0011
MKT000001109,03/03/2024,CMP00012,CH04,2077.99,3102.96,11,65.84,188.91,0.0011
MKT000001111,26/11/2024,CMP00066,CH04,4757.85,9538.35,38,129.74,125.21,0.0023
MKT000001112,02/12/2024,CMP00158,CH06,2662.47,5618.02,35,99.4,76.07,0.0024
MKT000001113,19/03/2024,CMP00250,CH03,456.73,847.81,4,69.74,114.18,0.0003
MKT000001114,18/02/2024,CMP00081,CH03,195.06,1371.83,6,103.78,32.51,0.0006
MKT000001118,22/08/2024,CMP00250,CH03,269.02,1377.16,10,84.63,26.9,0.0006
MKT000001132,22/08/2024,CMP00244,CH03,440.7,2154.32,23,103.59,19.16,0.0035
MKT000001133,27/07/2024,CMP00238,CH04,1936.04,7224.61,35,80.87,55.32,0.0074
MKT000001135,03/03/2024,CMP00030,CH02,250.34,702.08,0,113.27,250.34,0.0001
MKT000001143,22/05/2024,CMP00035,CH01,1526.92,3338.37,17,81.05,89.82,0.0028
MKT000001144,31/03/2024,CMP00265,CH01,3782.06,24107.74,102,80.58,37.08,0.0086
MKT000001151,23/01/2024,CMP00182,CH02,80.0,830.08,7,73.66,11.43,0.0059
MKT000001155,07/09/2024,CMP00228,CH01,3243.43,19540.84,101,97.1,32.11,0.0094
MKT000001156,31/03/2024,CMP00220,CH04,691.02,1794.23,15,98.54,46.07,0.004
MKT000001159,18/04/2024,CMP00203,CH02,215.43,3952.48,19,95.68,11.34,0.003
MKT000001162,13/04/2024,CMP00198,CH04,1560.69,486.7,1,88.11,1560.69,0.0001
MKT000001163,05/09/2024,CMP00007,CH03,1527.52,10317.25,68,84.29,22.46,0.0096
MKT000001164,27/04/2024,CMP00119,CH01,1174.75,5100.6,24,98.64,48.95,0.0014
MKT000001170,14/08/2024,CMP00076,CH02,157.69,1161.89,3,82.52,52.56,0.0007
MKT000001174,15/11/2024,CMP00140,CH01,2085.82,6828.8,34,85.06,61.35,0.004
MKT000001176,03/01/2024,CMP00201,CH02,94.69,683.39,4,83.62,23.67,0.0003
MKT000001178,11/04/2024,CMP00207,CH01,3637.86,18504.87,101,107.32,36.02,0.0056
MKT000001189,02/02/2024,CMP00177,CH04,5548.64,28043.93,109,114.31,50.9,0.0064
MKT000001190,24/08/2024,CMP00102,CH02,247.09,1436.84,5,71.37,49.42,0.0003
MKT000001193,25/01/2024,CMP00116,CH04,701.49,1508.77,7,126.08,100.21,0.0018
MKT000001198,06/12/2024,CMP00037,CH05,1321.61,11251.21,43,42.24,30.74,0.0116
MKT000001213,05/11/2024,CMP00214,CH03,926.68,8205.21,52,105.13,17.82,0.0103
MKT000001215,21/07/2024,CMP00157,CH01,1195.71,3537.61,13,100.36,91.98,0.0012
MKT000001216,03/07/2024,CMP00177,CH04,572.72,4011.48,19,131.67,30.14,0.0013
MKT000001219,22/12/2024,CMP00220,CH04,894.06,3224.55,10,90.39,89.41,0.0006
MKT000001221,20/02/2024,CMP00044,CH03,228.08,1328.9,10,109.85,22.81,0.0008
MKT000001224,09/07/2024,CMP00128,CH05,566.78,4943.46,19,84.34,29.83,0.0011
MKT000001225,24/03/2024,CMP00058,CH05,513.5,1619.55,9,115.43,57.06,0.0008
MKT000001227,08/01/2024,CMP00129,CH04,949.95,3484.46,17,103.1,55.88,0.0042
MKT000001230,22/07/2024,CMP00271,CH03,137.94,1087.57,6,85.11,22.99,0.0013
MKT000001232,17/08/2024,CMP00170,CH02,195.68,2783.52,15,101.42,13.05,0.0026
MKT000001240,11/03/2024,CMP00074,CH01,3495.64,18272.08,120,76.82,29.13,0.008
MKT000001242,17/11/2024,CMP00046,CH05,1307.64,4826.57,20,64.81,65.38,0.0027
MKT000001249,15/01/2024,CMP00202,CH03,671.73,2478.88,16,98.45,41.98,0.001
MKT000001258,23/02/2024,CMP00199,CH04,1016.08,4835.09,21,103.22,48.38,0.002
MKT000001259,07/04/2024,CMP00210,CH06,1429.47,5225.57,32,46.78,44.67,0.0038
MKT000001261,27/02/2024,CMP00182,CH02,80.0,779.01,4,82.32,20.0,0.0003
MKT000001263,15/03/2024,CMP00256,CH06,1304.01,2125.27,8,77.95,163.0,0.0041
MKT000001264,20/01/2024,CMP00205,CH03,253.33,1545.9,14,83.21,18.1,0.0008
MKT000001269,24/09/2024,CMP00062,CH02,129.05,669.92,2,89.02,64.52,0.0001
MKT000001272,04/10/2024,CMP00120,CH04,4937.47,26884.92,120,106.56,41.15,0.0067
MKT000001274,30/07/2024,CMP00119,CH01,1121.02,9925.36,44,54.88,25.48,0.0029
MKT000001276,04/06/2024,CMP00085,CH01,5078.92,17090.45,105,81.65,48.37,0.0068
MKT000001283,22/05/2024,CMP00234,CH02,160.29,1940.11,11,58.61,14.57,0.0007
MKT000001286,07/04/2024,CMP00022,CH03,593.84,3986.01,20,79.66,29.69,0.0019
MKT000001297,09/06/2024,CMP00052,CH04,4951.99,7913.52,40,65.79,123.8,0.0105
MKT000001301,27/02/2024,CMP00209,CH04,519.7,2890.23,13,76.64,39.98,0.002
MKT000001304,16/01/2024,CMP00120,CH04,1335.71,5299.36,28,77.34,47.7,0.0024
MKT000001305,02/05/2024,CMP00172,CH03,461.77,4590.99,35,90.32,13.19,0.002
MKT000001309,06/02/2024,CMP00230,CH01,1748.58,7726.43,39,90.41,44.84,0.0111
MKT000001318,14/06/2024,CMP00245,CH01,1895.39,4181.22,19,60.72,99.76,0.0031
MKT000001320,27/03/2024,CMP00160,CH01,"1633,43",3526.6,9,85.28,181.49,0.0008
MKT000001322,11/01/2024,CMP00260,CH03,1926.68,20141.62,123,82.75,15.66,0.0122
MKT000001330,15/04/2024,CMP00032,CH04,1064.36,4159.51,17,84.32,62.61,0.0053
MKT000001331,27/09/2024,CMP00099,CH02,80.84,1201.28,2,83.16,40.42,0.0002
MKT000001332,05/08/2024,CMP00093,CH06,3826.8,11665.17,38,103.68,100.71,0.0033
MKT000001333,13/06/2024,CMP00034,CH04,233.41,974.12,2,112.82,116.71,0.0005
MKT000001334,25/08/2024,CMP00199,CH04,1604.47,12102.16,35,79.09,45.84,0.002
MKT000001337,17/08/2024,CMP00194,CH05,740.61,4251.25,15,107.93,49.37,0.0011
MKT000001341,02/01/2024,CMP00089,CH03,720.58,4515.18,32,118.88,22.52,0.0118
MKT000001343,10/02/2024,CMP00026,CH02,97.93,1251.79,9,108.27,10.88,0.0011
MKT000001344,16/01/2024,CMP00004,CH05,1069.42,6846.97,32,75.0,33.42,0.003
MKT000001347,06/10/2024,CMP00117,CH02,192.24,3167.92,21,78.14,9.15,0.0016
MKT000001348,31/07/2024,CMP00104,CH01,1893.03,6821.07,28,60.56,67.61,0.0065
MKT000001349,10/01/2024,CMP00220,CH04,922.73,4074.03,12,100.17,76.89,0.0033
MKT000001355,01/12/2024,CMP00176,CH05,2691.54,18335.13,71,95.65,37.91,0.005
MKT000001364,23/10/2024,CMP00066,CH04,1894.52,8783.93,51,77.0,37.15,0.0037
MKT000001373,15/04/2024,CMP00237,CH01,2417.35,11947.96,73,113.32,33.11,0.0041
MKT000001376,30/05/2024,CMP00173,CH05,2048.16,18133.25,87,100.83,23.54,0.0053
MKT000001382,28/01/2024,CMP00190,CH06,927.85,1092.48,4,59.07,231.96,0.0004
MKT000001383,25/06/2024,CMP00008,CH01,1550.81,7817.94,25,72.48,62.03,0.0035
MKT000001390,16/11/2024,CMP00007,CH03,345.02,2742.73,20,110.19,17.25,0.0033
MKT000001392,03/06/2024,CMP00201,CH02,762.42,5965.23,36,94.28,21.18,0.0039
MKT000001398,18/07/2024,CMP00276,CH05,1758.95,4389.15,26,133.81,67.65,0.0031
MKT000001402,18/03/2024,CMP00036,CH03,835.49,8784.05,60,71.78,13.92,0.0072
MKT000001410,21/06/2024,CMP00116,CH04,2027.98,9303.65,43,99.01,47.16,0.0054
MKT000001415,11/03/2024,CMP00089,CH03,1011.37,6411.18,59,57.57,17.14,0.0036
MKT000001424,03/04/2024,CMP00164,CH06,"2009,54",12462.34,30,107.46,66.98,0.0019
MKT000001427,26/03/2024,CMP00245,CH01,837.76,2524.71,16,60.48,52.36,0.004
MKT000001435,08/10/2024,CMP00004,CH05,1191.32,4666.27,22,91.19,54.15,0.0014
MKT000001439,08/09/2024,CMP00142,CH06,1799.01,6404.95,27,63.69,66.63,0.0148
MKT000001442,07/09/2024,CMP00102,CH02,317.71,3113.7,6,105.33,52.95,0.0049
MKT000001445,24/04/2024,CMP00086,CH03,"518,94",4322.81,28,76.11,18.53,0.0175
MKT000001448,19/02/2024,CMP00011,CH02,378.68,3931.3,16,112.63,23.67,0.0011
MKT000001451,01/12/2024,CMP00146,CH01,3573.88,18622.12,74,126.57,48.3,0.0044
MKT000001453,25/11/2024,CMP00030,CH02,373.19,3177.22,12,86.17,31.1,0.0014
MKT000001456,17/04/2024,CMP00179,CH02,81.99,770.36,4,68.2,20.5,0.0006
MKT000001457,29/06/2024,CMP00221,CH04,633.81,634.71,0,97.13,633.81,0.0001
MKT000001458,21/11/2024,CMP00275,CH05,888.74,6127.86,22,78.94,40.4,0.0013
MKT000001460,21/12/2024,CMP00022,CH03,932.91,1267.02,5,88.8,186.58,0.0004
MKT000001463,12/06/2024,CMP00210,CH06,1214.7,3997.36,21,96.57,57.84,0.0031
MKT000001469,11/04/2024,CMP00212,CH01,1442.59,10231.85,38,81.79,37.96,0.0041
MKT000001478,06/03/2024,CMP00039,CH04,1049.86,3191.66,19,77.7,55.26,0.0023
MKT000001479,23/05/2024,CMP00016,CH01,570.45,3420.07,23,72.93,24.8,0.0013
MKT000001482,30/01/2024,CMP00060,CH02,91.65,760.89,2,80.99,45.82,0.0006
MKT000001483,06/05/2024,CMP00227,CH05,1341.55,10900.03,57,105.04,23.54,0.0412
MKT000001484,23/03/2024,CMP00066,CH04,643.41,5352.77,30,71.13,21.45,0.0036
MKT000001496,19/05/2024,CMP00118,CH01,"471,42",1133.6,4,112.04,117.86,0.0003
MKT000001501,23/03/2024,CMP00187,CH04,1828.78,2442.43,7,129.55,261.25,0.0006
MKT000001512,18/03/2024,CMP00132,CH04,"1806,64",11197.23,48,83.7,37.64,0.0067
MKT000001520,27/05/2024,CMP00177,CH04,1071.19,2916.26,15,95.1,71.41,0.0014
MKT000001521,02/04/2024,CMP00069,CH03,1009.7,3700.97,25,86.71,40.39,0.0015
MKT000001523,16/03/2024,CMP00064,CH02,114.15,550.13,6,89.19,19.02,0.0009
MKT000001528,03/02/2024,CMP00085,CH01,815.31,6575.54,32,80.59,25.48,0.0099
MKT000001530,23/12/2024,CMP00076,CH02,287.94,6193.78,27,63.67,10.66,0.0029
MKT000001532,28/06/2024,CMP00245,CH01,1589.01,5084.17,21,103.47,75.67,0.0012
MKT000001534,20/12/2024,CMP00091,CH06,2874.23,6946.45,46,115.17,62.48,0.039
MKT000001535,04/01/2024,CMP00073,CH01,"263,32",1778.75,7,76.16,37.62,0.0009
MKT000001551,10/11/2024,CMP00029,CH01,1564.49,10654.83,69,84.64,22.67,0.0039
MKT000001553,19/07/2024,CMP00064,CH02,229.36,1047.5,5,116.8,45.87,0.0016
MKT000001556,29/11/2024,CMP00269,CH01,3735.27,13754.74,65,95.07,57.47,0.0053
MKT000001559,16/12/2024,CMP00195,CH05,1116.38,2189.54,10,88.94,111.64,0.0009
MKT000001560,07/09/2024,CMP00030,CH02,130.36,1295.19,6,94.79,21.73,0.0005
MKT000001569,13/09/2024,CMP00054,CH05,503.02,2893.3,11,76.89,45.73,0.0007
MKT000001570,11/07/2024,CMP00114,CH05,2113.63,23983.85,113,107.37,18.7,0.0081
MKT000001572,11/11/2024,CMP00250,CH03,823.4,5120.1,36,68.97,22.87,0.0031
MKT000001580,21/01/2024,CMP00276,CH05,1153.18,18927.92,74,89.57,15.58,0.01
MKT000001582,21/01/2024,CMP00257,CH06,1512.21,8452.03,43,64.6,35.17,0.0046
MKT000001590,21/08/2024,CMP00224,CH02,515.72,3844.84,12,94.32,42.98,0.0039
MKT000001591,27/04/2024,CMP00075,CH01,1175.08,5956.02,29,82.75,40.52,0.01
MKT000001606,21/06/2024,CMP00152,CH01,6852.7,51680.44,260,106.86,26.36,0.0195
MKT000001608,21/09/2024,CMP00118,CH01,2450.44,20047.42,66,102.34,37.13,0.0046
MKT000001610,17/01/2024,CMP00232,CH06,2815.0,3124.71,11,100.85,255.91,0.0045
MKT000001624,31/01/2024,CMP00029,CH01,1309.85,4338.38,17,106.09,77.05,0.0011
MKT000001631,27/11/2024,CMP00269,CH01,767.16,2077.53,3,110.18,255.72,0.0003
MKT000001637,20/05/2024,CMP00274,CH01,1654.15,12998.3,48,117.87,34.46,0.0039
MKT000001640,26/07/2024,CMP00100,CH01,"2473,98",10395.07,40,102.27,61.85,0.0049
MKT000001642,02/01/2024,CMP00134,CH01,2120.57,12105.54,45,76.68,47.12,0.005
MKT000001651,02/12/2024,CMP00006,CH04,3734.12,16379.29,66,115.28,56.58,0.0109
MKT000001653,08/08/2024,CMP00204,CH04,1016.16,2938.04,14,68.48,72.58,0.0019
MKT000001654,26/09/2024,CMP00032,CH04,1488.75,8604.36,45,86.15,33.08,0.0144
MKT000001655,25/10/2024,CMP00199,CH04,2442.63,9329.99,44,60.97,55.51,0.0033
MKT000001656,05/11/2024,CMP00212,CH01,745.9,3479.54,16,126.65,46.62,0.0016
MKT000001657,02/04/2024,CMP00241,CH05,1512.78,16883.1,93,90.15,16.27,0.0186
MKT000001658,12/06/2024,CMP00004,CH05,5206.5,27224.89,156,104.78,33.38,0.0129
MKT000001661,01/09/2024,CMP00240,CH03,359.81,4370.9,28,56.95,12.85,0.0023
MKT000001663,07/05/2024,CMP00024,CH04,624.89,3258.63,21,70.87,29.76,0.0016
MKT000001666,07/11/2024,CMP00070,CH05,1368.42,16844.56,66,85.01,20.73,0.0097
MKT000001670,26/01/2024,CMP00227,CH05,1053.79,7528.03,30,86.63,35.13,0.0042
MKT000001674,01/10/2024,CMP00059,CH05,871.51,5418.1,33,64.89,26.41,0.0064
MKT000001678,07/12/2024,CMP00154,CH01,4434.8,18192.0,71,87.8,62.46,0.009
MKT000001680,06/01/2024,CMP00067,CH05,1110.7,8467.35,37,88.2,30.02,0.0032
MKT000001686,29/08/2024,CMP00081,CH03,1454.59,9693.98,39,49.83,37.3,0.0027
MKT000001687,25/03/2024,CMP00235,CH06,1549.76,2635.49,4,65.79,387.44,0.0006
MKT000001695,25/05/2024,CMP00080,CH01,1251.32,4529.31,17,90.58,73.61,0.0088
MKT000001700,13/08/2024,CMP00047,CH05,377.49,2452.43,10,103.68,37.75,0.0008
MKT000001702,30/09/2024,CMP00231,CH01,1664.3,10187.7,61,47.1,27.28,0.0154
MKT000001704,05/05/2024,CMP00184,CH04,2247.93,5793.29,25,61.4,89.92,0.0015
MKT000001705,25/12/2024,CMP00254,CH01,3328.64,14914.43,109,63.35,30.54,0.0085
MKT000001707,04/05/2024,CMP00003,CH03,382.03,2132.25,19,87.29,20.11,0.0014
MKT000001712,20/08/2024,CMP00198,CH04,688.81,3637.51,17,93.66,40.52,0.0064
MKT000001713,20/10/2024,CMP00159,CH02,141.44,2113.2,7,77.89,20.21,0.0004
MKT000001715,30/08/2024,CMP00179,CH02,187.03,2270.47,10,75.41,18.7,0.0011
MKT000001723,08/07/2024,CMP00196,CH03,1666.73,6847.45,63,90.28,26.46,0.0077
MKT000001727,26/12/2024,CMP00123,CH06,427.28,1943.49,10,132.7,42.73,0.0059
MKT000001729,29/01/2024,CMP00135,CH02,223.61,2928.34,11,69.75,20.33,0.0018
MKT000001731,22/06/2024,CMP00136,CH01,880.75,2729.89,13,93.21,67.75,0.0014
MKT000001733,23/02/2024,CMP00238,CH04,1408.2,4784.66,30,73.27,46.94,0.0086
MKT000001734,25/04/2024,CMP00078,CH01,820.79,6939.6,44,72.7,18.65,0.0104
MKT000001741,27/01/2024,CMP00147,CH01,1191.87,9778.68,51,87.87,23.37,0.0058
MKT000001748,17/11/2024,CMP00239,CH04,2772.91,18081.66,89,81.82,31.16,0.0362
MKT000001749,27/01/2024,CMP00028,CH05,6468.52,27409.48,120,71.8,53.9,0.08
MKT000001751,05/09/2024,CMP00144,CH04,649.95,2646.0,11,87.4,59.09,0.005
MKT000001757,06/03/2024,CMP00213,CH02,"157,68",1184.74,6,94.56,26.28,0.0012
MKT000001759,26/06/2024,CMP00045,CH05,1175.1,5328.72,19,43.27,61.85,0.0012
MKT000001762,21/12/2024,CMP00062,CH02,175.65,3168.55,11,74.93,15.97,0.0018
MKT000001764,18/08/2024,CMP00118,CH01,1189.41,11106.31,42,96.59,28.32,0.0026
MKT000001765,10/07/2024,CMP00187,CH04,905.97,4095.73,32,87.94,28.31,0.0129
MKT000001768,27/05/2024,CMP00140,CH01,1934.85,8201.62,45,79.89,43.0,0.0268
MKT000001773,01/12/2024,CMP00047,CH05,686.16,7742.7,38,67.06,18.06,0.0032
MKT000001778,25/04/2024,CMP00232,CH06,1035.75,4221.52,7,70.73,147.96,0.0008
MKT000001785,30/12/2024,CMP00042,CH04,1202.43,7896.18,33,71.69,36.44,0.0025
MKT000001796,03/09/2024,CMP00027,CH02,520.78,4442.81,21,96.83,24.8,0.0012
MKT000001800,18/05/2024,CMP00114,CH05,696.19,2694.46,9,84.44,77.35,0.0013
MKT000001802,30/10/2024,CMP00034,CH04,4401.85,29316.97,124,97.2,35.5,0.008
MKT000001808,04/07/2024,CMP00188,CH06,1222.01,550.58,1,121.31,1222.01,0.0001
MKT000001809,03/07/2024,CMP00179,CH02,126.85,920.87,4,62.78,31.71,0.0004
MKT000001812,18/12/2024,CMP00268,CH01,3117.22,7016.45,40,67.27,77.93,0.0094
MKT000001818,12/05/2024,CMP00058,CH05,2025.92,10209.33,49,97.89,41.35,0.0067
MKT000001823,24/10/2024,CMP00270,CH01,1075.98,2053.04,12,110.66,89.67,0.0009
MKT000001836,04/05/2024,CMP00027,CH02,179.34,938.04,3,75.1,59.78,0.0002
MKT000001843,21/11/2024,CMP00149,CH01,1272.5,9279.89,42,121.5,30.3,0.0052
MKT000001844,16/02/2024,CMP00041,CH06,3049.74,3652.34,17,70.98,179.4,0.0013
MKT000001846,17/10/2024,CMP00097,CH06,2731.46,8676.46,16,59.71,170.72,0.0101
MKT000001847,10/04/2024,CMP00150,CH03,409.88,2189.22,15,96.88,27.33,0.0053
MKT000001850,31/01/2024,CMP00157,CH01,994.6,3161.62,10,91.67,99.46,0.0046
MKT000001858,21/02/2024,CMP00221,CH04,4714.89,9414.0,51,114.26,92.45,0.0033
MKT000001866,20/10/2024,CMP00142,CH06,451.66,2686.52,13,101.41,34.74,0.007
MKT000001873,09/01/2024,CMP00025,CH01,317.0,1497.01,2,77.12,158.5,0.0001
MKT000001875,14/04/2024,CMP00182,CH02,239.88,3877.65,12,95.06,19.99,0.0038
MKT000001877,29/03/2024,CMP00075,CH01,731.29,3474.35,8,77.78,91.41,0.0038
MKT000001879,26/04/2024,CMP00248,CH01,755.54,4948.15,13,73.07,58.12,0.001
MKT000001882,10/06/2024,CMP00104,CH01,1352.87,2177.66,9,69.2,150.32,0.0046
MKT000001885,21/04/2024,CMP00190,CH06,1003.08,5707.74,24,82.33,41.8,0.007
MKT000001886,27/04/2024,CMP00181,CH01,2005.23,8369.42,29,113.49,69.15,0.0092
MKT000001890,06/07/2024,CMP00048,CH06,3907.23,12968.94,51,79.27,76.61,0.0049
MKT000001893,26/02/2024,CMP00203,CH02,356.66,2825.74,17,89.07,20.98,0.0012
MKT000001897,13/12/2024,CMP00258,CH03,438.67,4209.32,22,69.81,19.94,0.0017
MKT000001903,04/11/2024,CMP00204,CH04,6442.81,29101.29,102,77.69,63.16,0.0102
MKT000001907,24/12/2024,CMP00145,CH03,3452.15,23057.26,124,73.67,27.84,0.0125
MKT000001911,22/12/2024,CMP00099,CH02,125.95,594.38,3,83.4,41.98,0.0002
MKT000001912,22/03/2024,CMP00112,CH01,"4350,04",31962.45,165,96.23,26.36,0.0135
MKT000001914,25/12/2024,CMP00087,CH06,9087.2,34781.92,185,59.81,49.12,0.0771
MKT000001916,04/12/2024,CMP00002,CH04,7493.16,48427.56,235,44.54,31.89,0.0193
MKT000001917,29/09/2024,CMP00252,CH04,1877.83,5025.1,22,83.51,85.36,0.0018
MKT000001924,06/12/2024,CMP00020,CH04,3293.78,9085.2,37,66.68,89.02,0.0086
MKT000001928,04/06/2024,CMP00073,CH01,3850.55,9606.49,40,94.81,96.26,0.0031
MKT000001930,13/10/2024,CMP00050,CH01,2598.06,5381.66,22,78.03,118.09,0.0046
MKT000001932,27/06/2024,CMP00230,CH01,429.03,1262.74,2,96.82,214.52,0.0001
MKT000001934,19/11/2024,CMP00129,CH04,2851.18,14475.66,89,110.5,32.04,0.0192
MKT000001946,03/01/2024,CMP00049,CH01,4537.65,10567.7,40,79.57,113.44,0.0025
MKT000001951,05/09/2024,CMP00024,CH04,812.92,4069.62,12,71.64,67.74,0.0022
MKT000001953,24/11/2024,CMP00163,CH04,4194.69,16922.97,71,105.56,59.08,0.0145
MKT000001962,13/05/2024,CMP00233,CH01,365.35,1924.52,12,95.58,30.45,0.0016
MKT000001965,26/04/2024,CMP00079,CH04,557.72,2232.42,10,110.37,55.77,0.0008
MKT000001966,21/05/2024,CMP00145,CH03,460.32,3640.68,19,70.96,24.23,0.0012
MKT000001969,06/12/2024,CMP00011,CH02,613.87,7415.92,29,42.73,21.17,0.0057
MKT000001971,26/03/2024,CMP00259,CH02,262.44,3834.97,14,101.62,18.75,0.0009
MKT000001972,08/08/2024,CMP00153,CH03,936.71,4944.22,29,63.84,32.3,0.0076
MKT000001975,21/04/2024,CMP00143,CH04,625.33,1490.34,3,77.39,208.44,0.0002
MKT000001979,31/03/2024,CMP00197,CH03,1319.94,18050.86,149,83.9,8.86,0.0175
MKT000001984,13/01/2024,CMP00017,CH04,1790.94,5989.13,31,92.55,57.77,0.0025
MKT000001987,11/07/2024,CMP00195,CH05,204.24,968.12,4,55.86,51.06,0.0005
MKT000001989,25/04/2024,CMP00264,CH01,1330.46,3528.25,15,58.9,88.7,0.0015
MKT000001993,10/02/2024,CMP00001,CH04,1861.45,10993.94,32,87.97,58.17,0.0046
MKT000001999,12/10/2024,CMP00251,CH04,3081.13,16181.38,77,122.14,40.01,0.0052
MKT000002000,11/04/2024,CMP00174,CH05,1652.56,8740.84,30,93.7,55.09,0.0017
MKT000002003,17/07/2024,CMP00257,CH06,1273.41,2047.76,14,80.05,90.96,0.0009
MKT000002021,29/01/2024,CMP00015,CH02,122.64,850.68,3,74.5,40.88,0.0002
MKT000002025,29/08/2024,CMP00160,CH01,1526.94,2043.42,8,51.65,190.87,0.0021
MKT000002027,04/01/2024,CMP00052,CH04,1083.04,4041.96,19,60.19,57.0,0.0011
MKT000002030,05/04/2024,CMP00100,CH01,2872.75,12239.58,42,92.09,68.4,0.0044
MKT000002033,21/02/2024,CMP00237,CH01,2725.92,13947.94,52,50.79,52.42,0.0045
MKT000002038,24/01/2024,CMP00170,CH02,471.84,1819.98,5,108.74,94.37,0.0006
MKT000002043,30/03/2024,CMP00224,CH02,80.0,2103.55,10,94.56,8.0,0.0006
MKT000002045,09/03/2024,CMP00038,CH01,380.74,1783.06,8,105.28,47.59,0.0005
MKT000002047,20/01/2024,CMP00115,CH01,2402.38,10922.05,68,63.79,35.33,0.0049
MKT000002051,07/12/2024,CMP00142,CH06,543.56,3771.7,19,105.71,28.61,0.0018
MKT000002055,18/11/2024,CMP00077,CH01,3377.18,23729.57,102,87.34,33.11,0.0121
MKT000002062,15/01/2024,CMP00032,CH04,529.89,2704.19,13,103.43,40.76,0.0009
MKT000002064,13/07/2024,CMP00132,CH04,592.29,2634.47,4,89.34,148.07,0.0005
MKT000002071,03/06/2024,CMP00214,CH03,"759,17",4692.18,31,81.55,24.49,0.005
MKT000002072,04/07/2024,CMP00020,CH04,2254.38,2630.36,12,31.16,187.86,0.0008
MKT000002073,12/12/2024,CMP00100,CH01,1180.16,9403.07,48,53.86,24.59,0.0037
MKT000002077,14/05/2024,CMP00158,CH06,3263.9,7590.91,11,82.83,296.72,0.0018
MKT000002080,19/02/2024,CMP00142,CH06,643.71,3051.98,9,90.47,71.52,0.001
MKT000002081,07/07/2024,CMP00143,CH04,622.28,387.3,1,112.19,622.28,0.0003
MKT000002084,14/12/2024,CMP00018,CH01,2536.98,7782.57,57,92.58,44.51,0.009
MKT000002086,12/11/2024,CMP00088,CH01,2827.65,5464.01,14,79.12,201.98,0.0022
MKT000002092,30/10/2024,CMP00153,CH03,812.54,7864.43,57,81.88,14.26,0.0057
MKT000002095,18/11/2024,CMP00220,CH04,"1653,56",6328.22,24,104.73,68.9,0.0016
MKT000002101,14/08/2024,CMP00014,CH03,1435.17,13839.28,76,91.26,18.88,0.0048
MKT000002105,08/01/2024,CMP00159,CH02,280.64,1396.88,5,92.1,56.13,0.0007
MKT000002108,25/03/2024,CMP00145,CH03,946.37,7391.26,43,73.54,22.01,0.0028
MKT000002110,10/07/2024,CMP00012,CH04,"1619,39",4708.1,33,62.1,49.07,0.0058
MKT000002111,31/03/2024,CMP00207,CH01,1051.25,7856.54,48,93.45,21.9,0.0061
MKT000002116,11/02/2024,CMP00020,CH04,403.78,981.26,3,86.06,134.59,0.0004
MKT000002119,07/04/2024,CMP00031,CH03,940.59,6441.13,57,73.7,16.5,0.004
MKT000002122,26/02/2024,CMP00143,CH04,687.45,2041.07,17,93.85,40.44,0.0045
MKT000002124,10/04/2024,CMP00227,CH05,1048.35,7340.8,41,65.39,25.57,0.0027
MKT000002131,29/02/2024,CMP00213,CH02,565.19,4115.38,24,106.75,23.55,0.0027
MKT000002134,31/12/2024,CMP00206,CH04,1732.32,9791.25,49,59.55,35.35,0.0032
MKT000002135,06/09/2024,CMP00043,CH01,1155.98,5305.77,17,109.56,68.0,0.0015
MKT000002137,20/05/2024,CMP00185,CH02,130.72,1327.89,6,73.19,21.79,0.0021
MKT000002142,23/06/2024,CMP00162,CH01,605.98,1544.16,6,86.81,101.0,0.0004
MKT000002143,25/10/2024,CMP00083,CH05,1654.15,3429.14,17,65.86,97.3,0.0081
MKT000002144,24/04/2024,CMP00100,CH01,790.85,4468.76,18,50.8,43.94,0.0012
